Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,17,21/02/2018 10:08:51,119893441,309629,0,9908128.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,82641.11796,2582.534936,387.2176967,11125.35538,591274.0,0.0,120000000.0,387.2176967,11125.35538,591274.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2477032,0,2582.534936,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00010335,32.0,0.0,0,0,0,0,0,0,309629,9908128,0,0,-1,-1,309628,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:52,119745803,259444,0,8302208.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,69331.93308,2166.622909,461.5495619,12197.74612,633973.0,0.0,120000000.0,461.5495619,12197.74612,633973.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2075552,0,2166.622909,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00012334,32.0,0.0,0,0,0,0,0,0,259444,8302208,0,0,-1,-1,259443,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:53,119965025,248800,0,7961600.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,66366.00959,2073.9378,482.1764758,12509.82212,591242.0,0.0,120000000.0,482.1764758,12509.82212,591242.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1990400,0,2073.9378,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00012862,32.0,0.0,0,0,0,0,0,0,248800,7961600,0,0,-1,-1,248799,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:54,119999991,272337,0,8714784.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,72623.20545,2269.47517,440.6321272,12541.78585,628681.0,0.0,120000000.0,440.6321272,12541.78585,628681.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2178696,0,2269.47517,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.0001175,32.0,0.0,0,0,0,0,0,0,272337,8714784,0,0,-1,-1,272336,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:54,119820553,219539,0,7025248.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,58631.41026,1832.23157,545.7850258,13365.10603,591420.0,0.0,120000000.0,545.7850258,13365.10603,591420.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1756312,0,1832.23157,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00014576,32.0,0.0,0,0,0,0,0,0,219539,7025248,0,0,-1,-1,219538,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:55,119815073,222768,0,7128576.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,59496.48756,1859.265236,537.849291,13918.75883,663859.0,0.0,120000000.0,537.849291,13918.75883,663859.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1782144,0,1859.265236,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00014365,32.0,0.0,0,0,0,0,0,0,222768,7128576,0,0,-1,-1,222767,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:55,119764114,225219,0,7207008.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,60176.69032,1880.521573,531.7697253,13181.26701,573931.0,0.0,120000000.0,531.7697253,13181.26701,573931.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1801752,0,1880.521573,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00014208,32.0,0.0,0,0,0,0,0,0,225219,7207008,0,0,-1,-1,225218,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:56,119731988,211680,0,6773760.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,56574.35505,1767.948595,565.6299775,14313.11535,711763.0,0.0,120000000.0,565.6299775,14313.11535,711763.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1693440,0,1767.948595,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00015117,32.0,0.0,0,0,0,0,0,0,211680,6773760,0,0,-1,-1,211679,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:56,119713733,201488,0,6447616.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,53858.6162,1683.081756,594.1511512,14022.3308,689512.0,0.0,120000000.0,594.1511512,14022.3308,689512.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1611904,0,1683.081756,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00015882,32.0,0.0,0,0,0,0,0,0,201488,6447616,0,0,-1,-1,201487,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:08:57,119999863,212082,0,6786624.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,56555.26457,1767.352018,565.8209033,13685.20682,583250.0,0.0,120000000.0,565.8209033,13685.20682,583250.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1696656,0,1767.352018,0.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.00015089,32.0,0.0,0,0,0,0,0,0,212082,6786624,0,0,-1,-1,212081,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-LOIC-UDP
